english,italian
They... can't do that. That's illegal!,"<|im_start|>utente</|im_start|>  
Non possono farlo… È illegale!  

<|im_end|>  

<|im_start|>assistente</|im_start|>"
(Look around at her messy quarters.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He gives the quiet kid a dirty look. \,Lui lancia uno sguardo disgustato verso quel ragazzo silenzioso.
Because you're such an expert at that.,Perché sei davvero un esperto in questo campo.
Not <i>a</i> river. <i>The</i> river.,"Non <i>un</i> fiume, <i>il</i> fiume."
"Snell leans in and whispers to you, \",Snell si avvicina e sussurra qualcosa all’orecchio tuo.
Alright! Let's <i>hear</i> this shit.,Okay! Ascoltiamo questa roba.
She shows you a worried expression. \,"Lei ti mostra un’espressione preoccupata. \

<|im_end|>"
His voice shifts to a higher pitch. \,"La sua voce cambia tonalità, diventando più acuta."
The bird-man looks you up and down. \,L’uomo-pastore ti guarda da capo a piedi.
The battle is over. Stay and be safe.,La battaglia è finita. Resta qui e stai al sicuro.
Oh boy. That's a fair amount for you.,"Oh, mio Dio… Quella è davvero una somma considerevole, per te."
He does not wish to partake in death.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
One final convulsion. Then it's over.,Un’ultima convulsione… Poi è finito.
(Lean in and whisper to the skull.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That is... the nature of this pocket.,Quindi… questa è proprio la natura di questa “tasca”.
A tip? Don't kick giant chicken legs.,Un consiglio? Non calciare le gambe giganti delle galline.
"He takes a breath, then asks again. \","Lui fa un respiro, poi chiede di nuovo."
"He turns to the creature and yells, \",Lui si gira verso la creatura e grida…
I'm done checking out the eye socket.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That's enough. That's <i>perfect</i>.,Basta così. È <i>perfetto</i>.
And you completely lose your footing.,E allora perdi completamente l’equilibrio.
He does not want you to <i>think</i>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
MY eyeballs <shake>exploded</shake>?!,"<|im_start|>Utente</|im_start|>
<|im_end|>

<|im_start|>Assistente</|im_start|>"
Rollo pats his brother on the head. \,Rollo dà una pacca sulla testa a suo fratello.
"<i>Students, brothers, followers.</i>","<|im_start|>studenti, fratelli, seguaci.</i>
Italian:<|im_end|>
<|im_start|>assistente</i>"
"He takes a deep breath and mutters, \",Fa un respiro profondo e mormora…
Is he having a fucking <i>stroke</i>?,Sta forse avendo un maledetto ictus?
A wild look flashes in the elf's eye.,Nello sguardo dell’elfo balena un lampo di follia.
"(Find your confidence, and say it.) \","<|im_start|>Utente</|im_start|>
<|im_end|>"
Translation: touch <i>everything</i>.,"Translation: to touch <i>everything</i>.
Italian:<|im_end|>"
Something is certainly off about him.,C’è sicuramente qualcosa che non va in lui.
Gorgoni - <i>Urth's Passing</i> (7th),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
The blonde kid takes a deep breath. \,La ragazza bionda fa un respiro profondo.
She waves off her friend's concern. \,Lei scaccia via le preoccupazioni della sua amica.
DC10 cha-(Answer in a snobby tone.) \,"<|im_start|>utente
(In tono snob.) \
<|im_end|>

<|im_start|>assistente"
"The kobold gives a screeched yell, \",Il kobold emette un urlo stridulo.
...What the hell should I ask about?,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
The pale man ignores your comment. \,L’uomo pallido ignora il tuo commento.
"As he goes, you hear him yell out, \","Mentre si allontana, si sente gridare…"
He slams his fists into the table. \,Lui batte i pugni sul tavolo.
I can't wriggle... I'm too... stiff!,"<|im_start|>utente</|im_start|>
Non riesco a muovermi… Sono troppo… rigido!"
"The goblin turns away and mutters, \",Il goblin si gira e mormora…
Wrestling a dozen dwarves? I mean...,Lottare contro una dozzina di nani? Voglio dire…
(Switch into a stretching motion.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
He is being clever here. Calculated.,Sta agendo in modo astuto… con calcolo.
Then she immediately turns to you. \,Poi si rivolge immediatamente a te.
He throws his claws up in the air. \,Lui alza le sue artigli in aria.
"He's probably just very, very tired.","Probabilmente è semplicemente molto, molto stanco."
No breathing. No movements. Nothing.,"<|im_start|>utente</|im_start|>
Nessuna respirazione. Nessun movimento. Niente.</<|im_end|>
<|im_start|>assistente</|im_start|>"
"Oh. Well, then I guess I am a rogue.","Oh. Beh, allora immagino di essere considerato un “fuorilegge”."
They've imported... sand? To Norvik?,Hanno importato… sabbia? A Norvik?
"Yes! That's <i>your</i> Snell, baby!","Sì! Quello è <i>il tuo</i> Snell, tesoro!"
(Press a fist against your chest.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Dividing. Dividing. <b>Dividing</b>.,"Dividere. Dividere. <b>Dividere</b>.

<|im_end|>"
This is your path. The natural path.,"<|im_start|>utente</|im_start|>
<|im_end|>"
"He sighs. A deep, frustrated sigh. \","Lui sospira. Un sospiro profondo, frustrato."
There is silence for a while longer.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Snell takes a few more steps back. \,Snell fa ancora qualche passo indietro.
"(Just nod, and put away the scroll.)","<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
It is nothing but a son's vengeance.,"English: Non è altro che la vendetta di un figlio.
Italian:<|im_end|>
<|im_start|>assistente"
"(Look around, tears in your eyes.) \","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He keeps looking out at the horizon.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"He, too, leans in to whisper back: \",Anche lui si avvicina per sussurrare in risposta:
He grumbles and turns back to you. \,Lui borbotta e si gira di nuovo verso di te.
Why are you playing along with this?,"<|im_start|>utente</|im_start|>
Perché stai facendo finta di crederci?

<|im_end|>

<|im_start|>assistente</|im_start|>"
RemoveEttirToPermanentCompanionsList,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<shake>Roaring_of_the_Pillar</shake>,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>"
Not again. You always mess stuff up.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He meets you in midair with his own.,Ti incontra a mezz’aria con il suo.
She gives you a suspicious glance. \,Lei ti lancia uno sguardo sospettoso.
HEY. That's <shake>OUR</shake> word.,EHI… Quella è la nostra parola d’ordine.
Your <u>ego</u> is slightly bruised.,Il tuo <u>ego</u> è leggermente ferito.
The angel's many eyes land upon you.,Gli occhi numerosi dell’angelo si posano su di te.
Rollo awkwardly clears his throat. \,Rollo si schiarisce la gola in modo goffo.
He is afraid the corpse will awaken.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"The goblin leans in and whispers, \","<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
Out of the inky darkness you see...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Urth-Nisse looks at each of them. \,Urth-Nisse li guarda uno per uno.
Let's never think about this again.,"<|im_start|>utente</|im_start|>
Italian:<|im_end|></|im_start|>
<|im_start|>assistente</|im_start|>"
She just gives you a goofy smile. \,Lei ti sorride solo in modo un po’ sciocco…
Your companion clicks his tongue. \,Il tuo compagno fa schioccare la lingua.
(Stop leaning out over the edge.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That's... <i>okay</i>. That's okay?,That’s… <i>okay</i>. Davvero okay?
Your brazen words make her chuckle.,Le tue parole sfacciate la fanno ridacchiare.
He rushes in to give you a big hug.,"English: Si affretta ad abbracciarti forte.  
Italian:<|im_end|>"
The spell is working. Now ask away.,La magia sta funzionando. Ora potete fare qualsiasi domanda.
Did it come from one of the apples?,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
"That's not <i>one</i> word, though.","Tuttavia, quella non è nemmeno <i>una</i> parola."
"It is, indeed, yours. Keep it safe.","Infatti, è tuo. Tienilo al sicuro."
The sign clearly says the opposite.,L’insegna dice chiaramente il contrario.
"Lock picking a chest is fun, but...","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"IT SAYS, <shake>NOT. YOURS</shake>.","<|im_start|>utente</|im_start|>
In inglese: “Dice: <scuote>Non è tuo<scuote>”.
In italiano: “Dice: <scuote>Non è tuo<scuote>”."
Your companion points towards it. \,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
That is the least you can give him.,Quello è almeno ciò che puoi dargli.
"(Think for a second, then speak.) \","<|im_start|>utente</|im_start|>
<|im_end|>"
Or perhaps a trap. Probably a trap.,O forse una trappola… Probabilmente una trappola.
<i>Shield. Spear. Arrow. Death.</i>,"<|im_start|>utente</i>
<|im_end|>

<|im_start|>assistente</i>"
The air grows colder still. Rotten.,L’aria diventa ancora più fredda… Orribile.
He lets out an exasperated laugh. \,Lui emette una risata esasperata.
He takes a decisive step forward. \,Lui fa un passo deciso in avanti.
"You didn't really mean it, did you?","<|im_start|>utente</|im_start|>
Non lo pensavi davvero, vero?"
"He hisses back, under his breath, \","Lui sibila in risposta, sottovoce…"
Make sure you show yourself useful.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No way you can dodge anything here.,"<|im_start|>utente</|im_start|>
<|im_end|>"
She taps her lips and looks at you.,Lei batte le labbra e ti guarda.
"Not <i>another</i> assassin, right?","<|im_start|>utente</|im_start|>
Non un <i>altro</i> assassino, giusto?"
He gives his companions a glance. \,Lui lancia un’occhiata ai suoi compagni.
DC7 int-Can I guess the passphrase?,"<|im_start|>utente
Inglese: Posso indovinare la password?
Italiano: <|im_end|>

<|im_start|>assistente"
Snell just gives you a quick nod. \,Snell si limita a fare un rapido cenno con la testa.
You see a grin spread upon his maw.,Vedi un sorriso stampato sul suo volto.
(Start going down on your knees.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
You hear a light splash down below.,Si sente un leggero tonfo provenire da sotto.
She leans in and whispers to you. \,Lei si avvicina e sussurra qualcosa all’orecchio.
"In time, it will be more important.","Con il tempo, diventerà ancora più importante."
She stares at you with wide eyes. \,Lei ti fissa con gli occhi spalancati.
"A remnant power, from an early era.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Just like that Chamar-lady you met!,Proprio come quella signora Chamar che hai incontrato!
Her halo rotates slightly faster. \,Il suo “halo” ruota leggermente più velocemente.
You did not notice this previously.,"<|im_start|>utente</|im_start|>
<|im_end|>"
<shake>Convening</shake>. Is. Good.,"<|im_start|>Utente</|im_start|>. Riunirsi… È una buona idea.</|im_end|>
<|im_start|>Assistente</|im_start|>"
He grunts and scratches his chin. \,Lui grugnisce e si gratta il mento.
Chronus - <i>Tol's Dance</i> (28th),"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
They need to understand each other.,Devono imparare a capirsi a vicenda.
Your companion takes a step back. \,Il tuo compagno fa un passo indietro.
It was a quick death. Gods be good.,Morì rapidamente… Che i dei siano misericordiosi.
Rollo points towards his friend. \,Rollo indica il suo amico.
"The boys all look around, shocked.","Gli ragazzi si guardano intorno, tutti scioccati."
Simii steps in and grabs his boss.,Simii interviene e afferra il suo capo.
Your existence is shocking to her.,La tua esistenza la sconvolge.
"He leans in and whispers to you, \","<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
She groans and taps the machine. \,Lei emette un gemito e batte sulla macchina.
Modissa looks over to the dwarf. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
SORCERERS WITH A SENSE FOR RHYTHM.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You're not getting back from this.,"<|im_start|>utente</|im_start|>
<|im_end|>"
"(Take a long, drawn out breath.) \","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Step away from the milk crate.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You press a little further. Again.,"Inglese: Premi un po’ più in là… Ancora una volta.

Italiano:<|im_end|>

<|im_start|>assistente"
It is an illusion. Do not mind it.,È un’illusione. Non ci fare caso.
He points two thumbs at himself. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
They probably enjoy the seclusion.,Probabilmente apprezzano la solitudine.
"You hear him whisper to himself, \","<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
There might be passphrase however.,"Tuttavia, potrebbe essere necessaria una password."
Again?! <shake>SERIOUSLY</shake>?!,Di nuovo?! <scuote>SERIAMENTE</scuote>?!
On your <shake>tippy-toes</shake>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Meant? Like... <i>preordained</i>?,"<|im_start|>utente</|im_start|>
Inteso… come… <i>predestinato</i>?"
"Then he speaks, in a regal tone, \","Poi parla, con un tono regale…"
"Okay, he's giving you a shot here.","Okay, lui ti sta dando questa opportunità."
You've interrupted something here.,"<|im_start|>utente</|im_start|>
<|im_end|>"
