english,italian,source_files
"As you reach out, the elf hums, \",,sharedassets12.assets
Snell. Is. <shake>FRIEND</shake>.,,sharedassets12.assets
It. Has. <shake>Pictures</shake>.,,sharedassets17.assets
It's probably not true. Probably.,,sharedassets17.assets
"It was a mixture of stuff, right?",,sharedassets18.assets
(Point at the Nationalist boy.) \,,sharedassets19.assets
They are preparing for hostility.,,sharedassets19.assets
She meets your gaze with a frown.,,sharedassets19.assets
<i><wiggle>APPLEBOY.</wiggle></i>,,sharedassets2.assets
...Get the fuck out of here. Now.,,sharedassets2.assets
You are required to deal with it.,,sharedassets2.assets
"Next to you, the goblin laughs. \",,sharedassets20.assets
"FC12 wis-(Look around, wildly.) \",,sharedassets20.assets
He lifts his face into the air. \,,sharedassets20.assets
...That does not sound plausible.,,sharedassets20.assets
He gives you a tap on the back. \,,sharedassets20.assets
He raises a finger and wags it. \,,sharedassets20.assets
Your companion takes a step back.,,sharedassets20.assets
The WHITE RAT laughs nervously. \,,sharedassets20.assets
He lets out a smoldering laugh. \,,sharedassets20.assets
You know exactly where to strike.,,sharedassets20.assets
Chronomancy? <i>Chronomancer</i>.,,sharedassets20.assets
You press hard against the stone.,,sharedassets20.assets
His eyes stretch out towards you.,,sharedassets22.assets
Because you lost it in the river.,,sharedassets23.assets
It was right in the frozen grass.,,sharedassets23.assets
"She lets out a cackle and says, \",,sharedassets23.assets
"Like, come on. Of course you are.",,sharedassets23.assets
They never think before they act.,,sharedassets24.assets
AddEttirToPermanentCompanionsList,,"sharedassets24.assets, sharedassets4.assets"
"As he speaks, the paladin smiles.",,sharedassets24.assets
Damn. Turning that around on you.,,sharedassets24.assets
A distraction: a tingle: growing.,,sharedassets4.assets
Should have seen that one coming.,,sharedassets4.assets
Get ready for the second assault.,,sharedassets4.assets
The bastard jumps into the water!,,sharedassets4.assets
Wish you could be as cool as him.,,sharedassets4.assets
She recoils as you hold it forth.,,sharedassets4.assets
"So, he comes to talk to you. To \",,sharedassets4.assets
Good. No one will take your bike!,,sharedassets4.assets
You truly <b>yearn</b> for MUSIC.,,sharedassets4.assets
"You hear him mutter to himself, \",,sharedassets4.assets
Those who survived the Coast War.,,sharedassets6.assets
Excitement? No. It couldn't be...,,sharedassets6.assets
He claps his fist to his chest. \,,sharedassets7.assets
He straightens out his posture. \,,sharedassets7.assets
"Modissa grumbles to her friend, \",,sharedassets7.assets
Then they will find a compromise.,,sharedassets7.assets
He sighs and takes a step back. \,,sharedassets8.assets
A passage opens in the west wall.,,sharedassets9.assets
(Glance back at the pale man.) \,,sharedassets0.assets
The pale man is toying with you.,,sharedassets0.assets
He stops searching his jacket. \,,sharedassets10.assets
I'm still not sure what to vote.,,sharedassets10.assets
BorgoAnnoyed-You've_annoyed_him.,,sharedassets10.assets
Make sure they are not drinking.,,sharedassets11.assets
(Turn to the crowd and shout.) \,,sharedassets11.assets
She points to her head-mushroom.,,sharedassets12.assets
Smooth. Hard. A perfect defense.,,sharedassets13.assets
The dwarf takes a deep breath. \,,sharedassets15.assets
(Take a step away with Alfoz.) \,,sharedassets15.assets
"He smirks, a shit-eating grin. \",,sharedassets15.assets
"(Start screaming, then speak.) \",,sharedassets16.assets
You're not gonna like it. But...,,sharedassets17.assets
(Let the halfling deal with it.),,sharedassets17.assets
The orc gives you a wry smile. \,,sharedassets18.assets
"In fact, loot <i>everything</i>.",,sharedassets2.assets
"It was, 'Dick-Ass <i>Rogue</i>'.",,sharedassets2.assets
"...What are you, a fucking poet?",,sharedassets2.assets
You got a job. The tea shop job.,,sharedassets2.assets
He stops and thinks for a bit. \,,sharedassets20.assets
"FC14 int-(Grunt, conspicuously.)",,sharedassets20.assets
"FC10 int-(Grunt, questioningly.)",,sharedassets20.assets
"FC8 int-(Grunt, empathetically.)",,sharedassets20.assets
Oh yes. So wrong. SO <i>bad</i>.,,sharedassets20.assets
Can't I just... tell it to stop?,,sharedassets20.assets
<shake>Skelepathically</shake>?!,,sharedassets20.assets
It's a platform. A <i>scene</i>.,,sharedassets20.assets
You can feel it seething inside.,,sharedassets22.assets
His voice is barely a whisper. \,,sharedassets23.assets
Her broken wings flutter lazily.,,sharedassets23.assets
You can <i>smell</i> the hubris.,,sharedassets24.assets
ROLL16 cha-Distraction. A feint!,,sharedassets24.assets
But there is no direct effect. \,,sharedassets24.assets
The dwarf glances at his boss. \,,sharedassets4.assets
Isn't there a saying about this?,,sharedassets4.assets
No point telling the truth here.,,sharedassets4.assets
He gives you a menacing glare. \,,sharedassets4.assets
"Ugh. Sure, whatever. Be a pussy.",,sharedassets4.assets
He cackles and squints at you. \,,sharedassets4.assets
He waves his claw towards you. \,,sharedassets4.assets
"A kind gesture, with ill intent.",,sharedassets4.assets
"Aw, you two aren't so different!",,sharedassets4.assets
Interesting. (Return the paper.),,sharedassets6.assets
Do I have to keep track of this?,,sharedassets6.assets
(Turn to face the gothic boy.) \,,sharedassets7.assets
The magic kid raises his hand. \,,sharedassets7.assets
(Grab Rollo by the shoulders.) \,,sharedassets7.assets
Rollo gestures to his buddies. \,,sharedassets7.assets
"(Face the others, one by one.) \",,sharedassets7.assets
You feel a tingle down your arm.,,sharedassets8.assets
A faint click reaches your ears.,,sharedassets9.assets
It's damp <i>and</i> dry. Cold.,,sharedassets0.assets
(Yell at the dwarf in front.) \,,sharedassets10.assets
It is weighing on Snell's mind.,,sharedassets10.assets
"Sten looks your way and says, \",,sharedassets11.assets
He is making sure you're alone.,,sharedassets11.assets
"She looks up, reassuring you, \",,sharedassets12.assets
How peculiar. Must be the wind.,,sharedassets13.assets
You hear a voice in the back. \,,sharedassets15.assets
Then he bursts into laughter. \,,sharedassets15.assets
<i>It's a <b>spellbook</b>.</i>,,sharedassets17.assets
NEUTRAL... <shake>GOOD</shake>.,,sharedassets17.assets
She presents her palm to you. \,,"sharedassets18.assets, sharedassets4.assets"
Quirky! Quirky! Quirky! Quirky!,,sharedassets18.assets
With your witty sense of humor?,,sharedassets19.assets
The goblin gives you a shrug. \,,sharedassets19.assets
The old goblin's eyes light up.,,sharedassets20.assets
Sweet! This must be invaluable.,,sharedassets20.assets
You'll have to push it further.,,sharedassets20.assets
E-Guess I'll... check them out.,,sharedassets20.assets
"Into the far, <b>far</b> below.",,sharedassets20.assets
ROLL15 str-Punch. Punch. Punch!,,sharedassets20.assets
"<b>Damn, damn, <i>damn</i></b>.",,sharedassets20.assets
Creation. Destruction. Balance.,,sharedassets20.assets
The goblin grunts to himself. \,,sharedassets20.assets
"He turns to you and whispers, \",,sharedassets20.assets
Guessing would be... difficult.,,sharedassets20.assets
"Book_of_the_Mind,_Sixth_Edition",,sharedassets20.assets
(Grab your Pouch of Holding.) \,,sharedassets20.assets
It's confused. Now's your time.,,sharedassets20.assets
It's not used to being refused.,,sharedassets22.assets
You cannot. They tear into you.,,sharedassets22.assets
"Right. Well, that's horrifying.",,sharedassets23.assets
"He bows his head and mutters, \",,sharedassets23.assets
Some sweat rolls down his brow.,,sharedassets23.assets
His whisper is low and shaky. \,,sharedassets23.assets
Just a sneaky little thought...,,sharedassets23.assets
Tusk. It is called <i>tusk</i>.,,sharedassets23.assets
You see rage flash in his eyes.,,sharedassets24.assets
He clenches his mutated fist. \,,sharedassets24.assets
Nothing. No arguments. No plea.,,sharedassets24.assets
...an old man. Not your father.,,sharedassets24.assets
"Yeah, don't listen to the ole \",,sharedassets3.assets
This is it. This is your death.,,sharedassets3.assets
Arn gives you a toothy smile. \,,sharedassets4.assets
She gives you a hollow smile. \,,sharedassets4.assets
Your <i>Patriarch</i>. Oh no...,,sharedassets4.assets
You have a few more words left.,,sharedassets4.assets
The goblin clicks his tongue. \,,sharedassets4.assets
"Meek? No, sorry. Not Meek-Meek.",,sharedassets4.assets
His frown turns into a smile. \,,sharedassets4.assets
"Alfoz smirks and bellows out, \",,sharedassets4.assets
He holds up a calloused hand. \,,sharedassets4.assets
Gods. The blue one talks a lot.,,sharedassets4.assets
He makes a disgruntled noise. \,,sharedassets4.assets
He examines you for a moment. \,,sharedassets4.assets
It was hovering. Like an angel.,,sharedassets4.assets
Your companion stifles a laugh.,,sharedassets7.assets
Yeah! Stick 'em where it hurts.,,sharedassets7.assets
DC6 cha-(Look to the others.) \,,sharedassets7.assets
Jehanne taps her on the back. \,,sharedassets7.assets
interaction_flipped_table_crash,,sharedassets8.assets
Your <b>everything</b> shivers.,,sharedassets8.assets
The goblin takes a step back. \,,sharedassets8.assets
He lifts his head and sniffs. \,,sharedassets8.assets
It's been one hell of a quest.,,sharedassets10.assets
(Say it with a rough voice.) \,,sharedassets10.assets
You did good. No fumbles here.,,sharedassets10.assets
I wish I got to know him more.,,sharedassets10.assets
<i>A vote. A trove. A war.</i>,,sharedassets10.assets
(Tap Alfoz on the shoulder.) \,,sharedassets11.assets
"He turns to you and mutters, \",,sharedassets13.assets
He then points to the floor. \,,sharedassets17.assets
Lord_Scholar_Fetternax_Cividix,,sharedassets17.assets
She lets out a hearty laugh. \,,sharedassets18.assets
.DrummerPapersToFreestriders=1,,sharedassets18.assets
She gives you a light laugh. \,,sharedassets18.assets
Just... be nice. Calm. Normal.,,sharedassets18.assets
<wiggle>...Foolish...</wiggle>,,sharedassets19.assets
The beast spreads its wings. \,,sharedassets19.assets
(Open your mouth and speak.) \,,sharedassets2.assets
Simply <b>state your name</b>.,,sharedassets20.assets
You are prepared for struggle.,,sharedassets20.assets
Time to get all slippy slidey.,,sharedassets20.assets
It didn't cut. It didn't burn.,,sharedassets20.assets
It must have been passed down.,,sharedassets20.assets
Your mother would not approve.,,sharedassets20.assets
"It shakes as he says, again, \",,sharedassets23.assets
A snail. A <i>giant</i> snail.,,sharedassets23.assets
She points towards the east. \,,sharedassets23.assets
She then points to the west. \,,sharedassets23.assets
"Soon, it'll be all-or-nothing.",,sharedassets23.assets
You- he- <shake>what</shake>?!,,sharedassets24.assets
Lord Gorm has chosen his Fray.,,sharedassets24.assets
He eyes you and his minions. \,,sharedassets3.assets
He pats you on the shoulder. \,,sharedassets3.assets
They interpret it correctly: \,,sharedassets3.assets
You must grow <b>sturdier</b>.,,sharedassets3.assets
There we go. Back to insanity.,,sharedassets4.assets
(Point at Braxo behind you.) \,,sharedassets4.assets
The Coinlord looks at Snell. \,,sharedassets4.assets
He goes silent for a moment. \,,sharedassets4.assets
(Shake your hands a little.) \,,sharedassets4.assets
She gives off a short laugh. \,,sharedassets4.assets
I don't see a purpose to this.,,sharedassets4.assets
It says... '<i>Necrocrat</i>.',,sharedassets4.assets
On the 21st of March. Evening.,,sharedassets4.assets
She pouts and blinks at you. \,,sharedassets4.assets
We will see how long it lasts.,,sharedassets6.assets
A real man can sleep anywhere.,,sharedassets6.assets
The lanky kid scowls at you. \,,sharedassets7.assets
The lanky kid gasps for air. \,,sharedassets7.assets
Your scarf wiggles slightly. \,,sharedassets7.assets
"Give him a slow nod and say, \",,sharedassets8.assets
He stops himself and groans. \,,sharedassets9.assets
Do it. A lever must be useful.,,sharedassets9.assets
Rollo pats him on the back. \,,sharedassets11.assets
He gives you a snide smirk. \,,sharedassets14.assets
"He shakes his head, slowly. \",,sharedassets15.assets
